id,texts,labels,PREPROCESSED_texts,SENTIMENT_PREPROCESSED_texts,TOPIC_PREPROCESSED_texts,LANG_PREPROCESSED_texts
274,fotoğraf için uygun değil. kenarlıksız yazdırma özelliği olmadığı gibi bıraktığı kenar boşlukları simetrik değil. makasla düzeltmeniz gerekiyor. baskı kaliteside çok tatmin edici düzeyde değil. fotoğraf amaçlı kullanılmayacaksa alınabilir kutu içeriğindeki 2 kartuşa ilave siyah kartuş hediyesiyle cihaz bedavaya geliyor.,negative,fotoğraf uygun kenarlıksız yazdırma özelliği bıraktığı kenar boşlukları simetrik makasla düzeltmeniz gerekiyor baskı kalitesi de tatmin edici düzeyde fotoğraf amaçlı kullanılmayacaksa alınabilir kutu içeriğindeki kartuşa ilave siyah kartuş hediyesiyle cihaz bedavaya geliyor,negative,1,tr
275,i̇lk çocuğumuz olduğu için çevremizden duyduğumuz bu ürünü kullandık ancak sürekli sızıntı ve bebeğimize rahatsızlık veriyordu. (bebeğimiz erkek) 2 paketide hb nın avantajlı kampanyasi ile aldık ancak problemler devam etti şuan yine hb üzerinden aldığımız molfix kullanıyoruz ve 3 aylık oğlumuzda önceden yaşadığımız hiçbir şikayet yok. bence bu ürünün adı çıkmış kesinlikle tavsiye etmiyorum.,negative,ilk çocuğumuz çevremizden duyduğumuz ürünü kullandık sürekli sızıntı bebeğimize rahatsızlık veriyordu bebeğimiz erkek paketi dehb avantajlı kampanyası aldık problemler devam şu an hb üzerinden aldığımız molfix kullanıyoruz aylık oğlumuzda önceden yaşadığımız şikayet yok bence ürünün adı çıkmış kesinlikle tavsiye etmiyorum,negative,0,tr
276,bezi hiç begenmedim. sanırım bu aynı markanın ikinci kalitesi. almamanizi tavsiye ederim.,negative,bezi beğenmedim sanırım aynı markanın ikinci kalitesi almamanızı tavsiye ederim,negative,0,tr
277,"uzun zamandır hiçbir ürünü zamanında kargolayamayan hepsiburada, aynı kargo yazan bu ürünü 2. gün sonunda hala daha kargolayabilmiş değil. tebrikler",negative,uzun zamandır ürünü zamanında kargolanamayan hepsiburada aynı kargo yazan ürünü gün sonunda kargılayabilmiş tebrikler,negative,1,tr
278,mükemmel derecede sizdiriyor..,negative,mükemmel derecede sızdırıyor,negative,3,tr
279,alt açma bezi̇ çok zayif..,negative,alt açma bezi zayıf,negative,0,tr
280,"sınıfa diye aldım. iş görür mü, görüyor fakat raf aralıklarının eşit olmamasını beğenmedim. fiyat-kalite oranı normal. ",negative,sınıfa aldım iş görür görüyor raf aralıklarının eşit olmamasını beğenmedim fiyatkalite oranı normal,negative,0,tr
281,uzunluk iyi ancak eni kısa. i̇htiyaç görür. ,negative,uzunluk iyi eni kısa ihtiyaç görür,negative,4,tr
282,parçalarında ince işcilik yok.,negative,parçalarında ince işçilik yok,negative,0,tr
283,sağ üst kısmın kaplaması zarar görmüş halde geldi. kurarken alyan vidalar yerine tam oturmadı.kurduktan sonra da biraz sallanma var. çok kaliteli bir ürün değil.,negative,sağ üst kısmın kaplaması zarar görmüş geldi kurarken alyan vidalar oturmadıkurduktan sallanma kaliteli ürün,negative,2,tr
284,fiyatına göre idare eder.,negative,fiyatına idare eder,negative,2,tr
285,yanlış vida yuvaları olduğu için ben tekrar yeni yuvalar açmak zorunda kaldım.,negative,yanlış vida yuvaları tekrar yeni yuvalar açmak zorunda kaldım,negative,3,tr
286,malzeme kalitesiz.. imalat çok özensiz..  verilen parayı yeterince hakedemeyen bir ürün.,negative,malzeme kalitesiz imalat özensiz verilen parayı yeterince hakedemeyen ürün,negative,0,tr
287,ürün fiyata göre idare eder. ama kurulum klavuzu iş görmüyor,negative,ürün fiyata idare eder kurulum klavuzu iş görmüyor,negative,2,tr
288,merhabalar kitaplığımı kurdum kullanmaya başladım. taşıma esnasında çok ufak bir darbe almış onun dışında memnun kaldım. teşekür ederim,negative,merhabalar kitaplığımı okudum kullanmaya başladım taşıma esnasında ufak darbe almış dışında memnun kaldım teşekkür ederim,negative,1,tr
289,almiş olduğum ariel toz çamaşıt deterjanı dağ esintisi 9 kg iyi. ancak 7 kg lık parlak renkler 7 kg makinenin hazinesinde bir kısmı top olarak kalıyor.,negative,almış olduğum ariel toz çamaşır deterjanı dağ esintisi kg iyi kg lık parlak renkler kg makinenin hazinesinde kısmı top kalıyor,negative,4,tr
290,saygılarımla ,negative,saygılarımla,positive,2,tr
291,telefona bilgileri aktarımında sıkıntı var kendi gösterdiği ile telefonda ki farklı oluyor. ayrıca arayan bilgisi ve diğer bildirimlerde uyarı vermemesi ciddi eksiklik.,negative,telefona bilgileri aktarımında sıkıntı gösterdiği telefonda farklı arayan bilgisi bildirimlerde uyarı vermemesi ciddi eksiklik,negative,1,tr
292,prensip olarak çok kolay beğenen biriyimdir. ancak bu ürünü aldigim gün iade ettim. zira gerçekten fonksiyonel olarak hiç bir işe yaramaz.,negative,prensip kolay beğenen birisiyimdir ürünü aldığım gün iade ettim gerçekten fonksiyonel işe yaramaz,negative,0,tr
293,urunun kendi uygulamasi bir ise yaramaz. cihazin hakkini verebilmek icin ucretli mi band tools indirmelisiniz cihazin butun fonksiyonlari o zaman calisiyor. whatsapp dan gelen mesajlari okuyabilirsiniz cihaz ekranindan telefonunuza gelen butun bildirimler ekranda gorunuyor...ucretli uygulama olmadan oyuncaktan baska biseye benzemiyor...,negative,ürünün uygulaması yaramaz cihazın hakkını verebilmek için ücretli band tools indirmelisiniz cihazın bütün fonksiyonları zaman çalışıyor whatsapp gelen mesajları okuyabilirsiniz cihaz ekranından telefonunuza gelen bütün bildirimler ekranda görünüyoruçretli uygulama olmadan oyuncaktan başka birşeye benzemiyor,negative,0,tr
294,nabiz ölçümü gün içerisinde otomatik yaptığını zannediyordum yanıldım. uyku izleyici gündüz uyuduğum süreleri görmezden gelmiş. adimsayar ve diğer özellikler iyi. yani alırken bunları göz önünde bulundurun.,negative,nabız ölçümü gün içerisinde otomatik zannediyordum yanıldım uyku izleyici gündüz uyuduğum süreleri görmezden gelmiş adımsayar özellikler iyi alırken göz önünde bulundurun,positive,2,tr
295,"yeterince iyi bulmadım,beklentimi karşılamadı daha iyi olabilirdi.",negative,yeterince iyi bulmadımbeklentimi karşılamadı iyi olabilirdi,negative,4,tr
296,hergün tıraş olduğum halde bıçaklar 10 günde körlesiyor,negative,hergün tıraş olduğum bıçaklar günde körleşiyor,negative,4,tr
297,"her gün traş olan bi̇ri̇si̇ i̇çi̇n i̇yi̇ fakat, uzun sakallarda sürekli̇ tikaniyor.",negative,gün traş bi̇ri̇si̇ i̇çi̇n i̇yi̇ uzun sakallarda sürekli tıkanıyor,negative,4,tr
298,sağa sola dönebilmesi biraz güvensizlik hissi veriyor. bilmem alışabilecek miyiz.,negative,sağa sola dönebilmesi güvensizlik hissi veriyor bilmem alışabilecek miyiz,negative,0,tr
299,"ayrıca dikkat edin arka taraflarında da bıçak var, ben bıçakların arkası ile yukarıdan fazla köpüğü alıyordum, bunda dikkat etmeyince şakaklardan biraz saç aldık :) komik oldu.",negative,dikkat edin arka taraflarında bıçak bıçakların arkası yukarıdan fazla köpüğü alıyordum dikkat etmeyince şakaklardan saç aldık komik,negative,3,tr
300,uzun yıllardır gillette mach 3 sensitive  kullanıcısıyim bı deneyeyiyim diye aldım ama bence hayal kırıklığı bence vazgeçip mach 3 u geliştirebilirler mesela daha fazla kayganlastirici kullanabilirler ve daha fazla tras sayısına ulaşmaya çalışabilirler ancak pro glide olmamis,negative,uzun yıllardır gillette mach sensitive kullanıcısıyım bı deneyeniyim aldım bence hayal kırıklığı bence vazgeçip mach geliştirebilirler mesela fazla kayganlaştırıcı kullanabilirler fazla traş sayısına ulaşmaya çalışabilirler pro glide olmamış,negative,2,tr
301,hızlı kargo gayet iyi teslimat. ,negative,hızlı kargo gayet iyi teslimat,positive,0,tr
302,ben normalde mach3 kullanıyorum ama deneme amaçlı aldım fusion u ama hiç beğenmedim rahat bi tıraşı yok oynat başlığı hiç bir işe yaramıyor ve gerçekten çok ağır rahat tıraş olunamıyor ağırlıktan dolayı. ben memnun kalmadım alacak olana da mani olmam ama tavsiye etmem. ,negative,normalde mach kullanıyorum deneme amaçlı aldım fusion beğenmedim rahat bir tıraşı yok oynat başlığı işe yaramıyor gerçekten ağır rahat tıraş olunulamıyor ağırlıktan memnun kalmadım alacak olana mani olmam tavsiye etmem,negative,0,tr
303,her gün traş olanlar alabilir değil hafta da 1 traş oluyorum diyaorsan yaklaşma mac3 doğru tercih olur 5 bıcak araları dar olduğu için doluyor mac3 daha geniş araya sahip bu detay çok önemli ben aldım pişmanım bıçaklar bitene kadar gün aşırı traş olacağız artık :))),negative,gün traş olanlar alabilir hafta traş oluyorum diyorsan yaklaşma maç doğru tercih bıçak araları dar doluyor maç geniş araya sahip detay önemli aldım pişmanım bıçaklar bitene gün aşırı traş olacağız,negative,4,tr
304,mach 3 kullanıyorsun mach 3 gore gayet iyi,negative,mach kullanıyorsun mach göre gayet iyi,positive,4,tr
305,"traşı hiç rahat değil.  o top sadece görüntü katmış makineye, bir işlevi yok.  gereksiz hareket sistemi var. favori düzeltmek işkence.  'gilette fusion proglide' yerine yine 5 bıçaklı 'gilette fusion' almanızı tavsiye ederim.",negative,traşı rahat top sadece görüntü katmış makineye işlevi yok gereksiz hareket sistemi favori düzeltmek işkence gillette fusion proglide bıçaklı gillette fusion almanızı tavsiye ederim,negative,0,tr
306,yıllardır gillette fusion kullanıyorum satın aldığım ürün gerçek gillette fusion a yaklaşamaz bile,negative,yıllardır gillette fusion kullanıyorum satın aldığım ürün gerçek gillette fusion yaklaşamaz,positive,0,tr
307,ürünü gecen hafta aldim..normalde 5 6 dk ya kolaylikla sac trasi olurken simdi yeni jiletle bu süre  15 dk yi buluyor...jiletleri hic begenmedim sanki 3 ay kullanilmis jilet gibi..acmamis olsam kesinlikle geri gonderirdim...,negative,ürünü geçen hafta aldımnormalde dk kolaylıkla saç traşı olurken şimdi yeni jiletle süre dk buluyorjiletleri hiç beğenmedim ay kullanılmış jilet gibiacmamış olsam kesinlikle geri gönderirdim,negative,0,tr
308,her sabah tıraş olmuyorsanız hiç bulaşmayın derim çünkü iki üç günlük sakalı alırken çok çabuk tıkanıyor. flexballun hiçbir esprisi yok. diğer 3 bıçaklılardan sonra full konfor beklerken tahriş aynı oranda hatta artarak devam etti çünkü fazladan iki bıçak tarafından daha tahriş ediliyorsunuz. gereksiz ve pahalı olduğu için hiç tavsiye etmiyorum.,negative,sabah tıraş olmuyorsanız bulaşmayın derim günlük sakalı alırken çabuk tıkanıyor flexballun esprisi yok bıçaklılardan full konfor beklerken tahriş aynı oranda artarak devam fazladan bıçak tahriş ediliyorsunuz gereksiz pahalı tavsiye etmiyorum,negative,0,tr
309,büyük umutlarla almistim ama pek memnun kalmadim.,negative,büyük umutlarla almıştım memnun kalmadım,negative,2,tr
310,"herkes iyi mükemmel demiş ama ben katılmıyorum. bıçak araları dar ve 5 bıçak mach 3e göre daha tahrişli kesiyor. kullanmadığım 8 bıçağı pgye geri gönderim, m3 ile değiştirdiler. bu yüzden pge teşekkür ediyorum.",negative,iyi mükemmel demiş katılmıyorum bıçak araları dar bıçak mach e tahrişli kesiyor kullanmadığım bıçağı pcye geri gönderim m değiştirdiler yüzden pge teşekkür ediyorum,negative,1,tr
311,gillette ürünleri arasında orta segment bir ürün,negative,gillette ürünleri arasında orta segment ürün,negative,1,tr
312,üründe sıkıntı yok ancak kargo geç geldi,negative,üründe sıkıntı yok kargo geç geldi,negative,0,tr
313,aldığim ürün idare eder. cokta memnun kaldigimi soyleyemem.,negative,aldığım ürün idare eder çokta memnun kaldığımı söyleyemem,negative,0,tr
314,eski kalitesi kalmamış ama tek kullanımdan iyidir,negative,eski kalitesi kalmamış tek kullanımdan iyidir,negative,3,tr
315,süper,negative,süper,positive,0,cs
316,"ürün aynı fakat kargo konusunda sıkıntı yaşadım perşembe sipariş verdim aynı gün kargo diyordu, pazartesi elime ulaştı.",negative,ürün aynı kargo konusunda sıkıntı yaşadım perşembe sipariş verdim aynı gün kargo diyordu pazartesi elime ulaştı,negative,0,tr
317,kalite ve uygun fiyat. ,negative,kalite uygun fiyat,positive,1,tr
318,bıçakları o kadar kaliteli değil maalesef ,negative,bıçakları kaliteli maalesef,negative,0,tr
319,rahat edemedim. daha kaliteli olabilirdi.,negative,rahat edemedim kaliteli olabilirdi,negative,4,tr
320,yatak çok  sert kesinlikle  memnun  değilim 1 ay oldu  alışamadım.  yorumları  okuyup  iyi  bir yatak  olduğunu  düşündüm.  fakat yorumlar  çok  yanıltıcı. bana yorumlar  acaba  fake  mi  diye düşündüren  bir ürün.,negative,yatak sert kesinlikle memnun değilim ay alışamadım yorumları okuyup iyi yatak düşündüm yorumlar yanıltıcı yorumlar fake düşündüren ürün,negative,0,tr
321,eğer yumuşak bir yatak istiyorsanız tercihiniz bu ürün olmasın çünkü oldukça sert ben kullanamadım kalktığımda ağrılı uyandım,negative,yumuşak yatak istiyorsanız tercihiniz ürün olmasın oldukça sert kullanamadım kalktığımda ağrılı uyandım,negative,1,tr
322,yaklaşık bir haftadır kullanıyoruz.sert ve güzel .fakat visco özelliğini daha hissedemedim. visco özelik arayanlar ve bel ağrısı olanlar biraz daha araştırsınlar. eski yatağa göre bel ağrısı çekmiyorum ama çok da rahat uyumadım. fiyatına göre fena değil tabi ki de,negative,yaklaşık haftadır kullanıyoruzsert güzel visco özelliğini hissedemedim visco özelik arayanlar bel ağrısı olanlar araştırsınlar eski yatağa bel ağrısı çekmiyorum rahat uyumadım fiyatına fena tabii,negative,4,tr
323,yumuşak diyen arkadaşlara katılmıyorum. bildiğiniz kaya gibi birşey geldi bana.gorusunu şık olsada sert.100+ kiloya sahip işi gücü yemek icmek yatmak olan obezseniz bilemiyorum.70-80 kilo birisi için sert yatak.,negative,yumuşak diyen arkadaşlara katılmıyorum bildiğiniz kaya geldi banagörüşünü sık olsa da sert + kiloya sahip işi gücü yemek içmek yatmak obezseniz bilemiyorum kilo sert yatak,negative,1,tr
324,"ürün çok güzel.kaliteli .lakin yaylı yatakta yatmaya alışmış biri için değişik gelebilir visco yatak.ben çok yumuşak ,içine gömüldüğüm yatak seviyorum.visco esnemiyor bile.kendini sırt üstü yatağa atarsan sertliği ile tanışıyorsun.",negative,ürün güzelkaliteli lakin yaylı yatakta yatmaya alışmış değişik gelebilir visco yatakken yumuşak içine gömüldüğüm yatak seviyorumvisco esnemiyor bilekendini sırt üstü yatağa atarsan sertliği tanışıyorsun,negative,0,tr
325,"ürün teslimatı çok hızlı, iki günde ulaştı. ancak ambalajı açalı 4 gün olmasına rağmen hala koku gitmedi.",negative,ürün teslimatı hızlı günde ulaştı ambalajı açalı gün olmasına koku gitmedi,positive,3,tr
326,"bu başlık, ortasındaki silikon daire sebebiyle çok sert fırçalıyor. yumuşak fırçalama sevenler için hiç kullanışlı değil, bir daha almayı düşünmüyorum. ",negative,başlık ortasındaki silikon daire sebebiyle sert fırçalıyor yumuşak fırçalamasana sevenler kullanışlı almayı düşünmüyorum,negative,4,tr
327,"ürünün geliş hızı müthiş, kalitesi tıpkı fotoğrafta görüldüğü gibi. fakat eğer ki sizin de dişleriniz ve diş etleriniz hassas ve mine tabakasına zarar vermesini istemiyorsanız bu ürünü tercih etmemelisiniz. kılları sert. benim canımı acıttı ve sızlamayan dişlerim sızlamaya başladı bir hayli. sensitive başlık sipariş vermek zorunda kaldım. ama yine de oral b kalitesi kıyaslanmaz hiç bir ürünle. hepsiburada güvenini de asla es geçemem :)",negative,ürünün geliş hızı müthiş kalitesi tıpkı fotoğrafta görüldüğü dişleriniz dış etleriniz hassas mine tabakasına zarar vermesini istemiyorsanız ürünü tercih etmemelisiniz kılları sert canımı acıttı sızlamayan dişlerim sızlamaya başladı hayli sensitive başlık sipariş vermek zorunda kaldım oral b kalitesi kıyaslanmaz ürünle hepsiburada güvenini es geçemem,positive,1,tr
328,yani makinasını aldım diye aldım,negative,makinasını aldım aldım,positive,4,tr
329,i̇stenilen etkiyi göremedim boşa paranızı harcamayın ,negative,istenilen etkiyi göremedim boşa paranızı harcamayın,negative,2,tr
330,iyi yorum yapanlar sanırım satıcılarla akraba hiç bir şekilde tavsiye etmiyorum tam bir hayal kırıklığı ki bende erken boşalma sorunu var yıllardır kullanırım ama bunun gibi işe yaramayan rastlamadım daha önce verdiğim paraya yazık :(,negative,iyi yorum yapanlar sanırım satıcılarla akraba tavsiye etmiyorum hayal kırıklığı bende erken boşalma sorunu yıllardır kullanırım işe yaramayan rastlamadım verdiğim paraya yazık,negative,0,tr
