id,texts,labels
820,"amatör kullanım için yeterli ve güzel bir makine. ancak hediyesi hayal kırıklığı sadece. çin malı, kullanmadan at gitsin. uçlardan mı kaynaklanıyor bilmiyorum, makine çalışırken uçların açısı değişitiğinden yalpalıyor. kullanımı kolay.",negative
821,"arkadaşlar iyi olması gereken ana malzemeden endişeniz olmasın yani matkap güzel.ama sakın matkabı 300 parça dedikleri çoğunluğu dübellerden oluşan hediyeye aldanıp almayın.ben babama aldım ve gururla; baba 300 parçada hediyesi var dedim:))bence o ürünü o hediyeler olmadan daha güzel satarlar,çünkü ürünü gölgede bırakıyor.",negative
822,ürün hobyy ev kullanıcıları için ama profesyonel ller için değil bunu belirtmek istedim mavi renkler profesyonelmiş. hediye seti ise dubeller çok ama çok kalitesiz,negative
823,arkadaşlar ürün yani makkap çok süper zaten markasındanda anlaşılıyo ama bu marka ürünün yanına 300 parça hediye olarak çin malını koymuşlar işte bu bozuyo yani hediyesi çok kötü hiç kullanılmıyo yani iş görmez hepsi burda sitesini bu makkabın yanına çin malını koyduğu için kınıyorum inşallah bu hatasını giderir saygılar,negative
824,"bosh ürünlerinin kaliteli olduğunu bildiğim için aldım fakat bu ürün pek kaliteli değil. vidalama yaparken vida ucu içine gidiyor, yani mekanizma kendi kendine gevşeme yapıyor ve çok çabuk ısınıyor. darbeli kullanma seçeneği ise çok güçlü değil duvarı delerken çok sıkıntı yaşayabilirsiniz. açıkçası bu üründen memnun kalmadım. almanızı tavsiye etmem.",negative
825,hiç iyi dil,negative
826,aldıgım matjap beni şarşırtı ew için de olsan bıraz dha iyi bekliydm gücü cok az darbelide,negative
827,kalite çok düşük.,negative
828,tam bekledigim gibi degildi sapi hemen bozulcak gibi ,negative
829,"öncelikle ürünün schafer markasıyla bir alakası olduğunu sanmıyorum. hiçbir yerinde, kutu dahil, öyle bir şey de yazmıyor zaten. çok kaliteli bir malzemeden üretilmemiş. kesim yerlerinden belli ediyor bunu. nette daha uygun fiyata bulabileceğiniz bir ürün ayrıca. beklediğim gibi çıkmadı açıkcası. yorumları okumadan aldığım için pişman oldum",negative
830,kalitesiz malzemeden ozentisiz yapılmış  normal boyutlarda bi caydanlik,negative
831,"fena değil ama ""schafer"" diye hiç bir yerde yazmıyor bilginiz olsun.",negative
832,yemeklerde asiri rahatsiz edici koku yapior onun disinda gayet pisirimi cok guzel..,negative
833,"hepsiburada.coma hızlı iade işleminden dolayı teşekkür ediyorum. özet olarak şunu söyleyebilirim, kapaklı normal bir tava kullansanız ocak daha az kirlenir. yağın ve suyun biriktiği arka taraftaki boşluk tavayı döndürmenizi engelliyor. pişirme esnasında tavayı açamıyorsunuz çünkü tavanın sığ olanı dışa akıtma yapıyor. üründe  tasarım problemi söz konusu. ",negative
834,yapılan olumlu yorumlar gerçekten ilginç. hepsiburada.com yetkilileri bu dakikadan sonra umarım bu yorumları daha titiz değerlendirir.,negative
835,"bu haliyle tavanın iki tarafını kullanmak ocağı kirlettiği için zor, kapaklı bir tava kullanmak daha uygun ve ekonomik. ",negative
836,evdeki ocağım indiksiyon ocak. tavanın tabanı tam ocağı öpmediğinden arada hava boşluğu olduğundan ısıtmadı. iki parça birbirinden kolay ayrılmadı. bende çöpe attım. bu markaya yakışmamış. hepsi buradadan özür dilerim. onun bir suçu yok. hepsi buradaya teşekkürler,negative
837,çok zorlamaya gelmiyor kararsız çalışıyor çok zorlayınca ispot ediyor gücü yeteriz deposu küçük çok gitmeden bitiyor alırken bi kere daha düşünün,negative
838,kitapçığı çok yetersiz.montaj çok zor..kitapçığı açıklayıcı değil..maine ile uyumsuz.yine de çalıştırdım..,negative
839,kaç kere denemede ancak çalıçıyor. çok zor çalışıyor . biraz daha para verip daha iyi bir makine alsaydım keşke .,negative
840,üründe kullanılan malzeme kalitesiz. ağırlık yapsın diye lambanın içine briket benzeri malzeme koymuşlar fakat yerini ayarlayamadıkları için lamba başlığını eğdiğiniz zaman lamba düşebiliyor.,negative
841,tabi ki bu fiyata fazla bir şey beklememek lazım. ,negative
842,ürün enterasan çünkü baş kısmı alt kısmından ağır olduğu için ayakta durmakta zorlanıyor ama bu paraya daha iyi olmazdı sanırım. unutmadan ampülde koyaydınız iyiydi alalı bir hafta oldu bir haftadır ampul almayı unutuyorum :),negative
843,ürün 2 gün önce elime geçti bugün lamba alıp kullanma fırsatım oldu ancak henüz 15 dk kullandıktan sonra çat çut bises geldi ve duy kısmından duman ve kötü bir plastik kokusu geldi.,negative
844,lamba plastikten yapılmış. ancak adi ve kötü kokan bir plastik. kaliteli bir ürün değil. bu tip plastiklerin sağlık açısından zararlı olduğu biliniyor. burada yazan yorumlara güvenerek almıştım. şimdi iade ediyorum. ,negative
845,"kimisi ampülle geliyor yazmış,kimisi ampül gelmiyor yazmış ama genel olarak geliyor yazılmış bende ona güvenerek ampül almadım ayrıca fakat yanında ampül gelmedi :/",negative
846,i̇ş görüyor ancak plastiğini hiç beğenmedim çok uyduruk ışık yandıkça çok ısınıyor ,negative
847,yastık çok yüksek değil alçak denilebilir. altına yastık koyuyorum ben. elinizle bastırdığınızda yumuşacık geliyor. başınızın yastığa gömüleceğini düşünüyorsunuz. ama başınızı koyduğunuzda o yastık sanki bir taş oluyor. başınız kesinlikle yastığa gömülmüyor. fotoğraftaki gibi de eğimli değil dümdüz neredeyse.,negative
848,"almayınn işe yaramıyor. annem yastığımı değiştirmiş boğun ağrısı yaptığı için inceleyip comfortline yastığı sipariş verdim 3 gece denedim, ürünün boyun destek kısmı resimdeki gibi değil öyle kafanı koyduğunda poofidik filanda olmuyor. illa alacaksanız da orta boyu alın büyük boy gereksiz büyüklükte. aslında hediye çeki ile almış olmasan direkt geri gönderecektim de neyse. boyun ağrısı filan çekiyor iseniz en güzeli kaz tüyü normal yastık şeklinde olanlardır. visco olayı pazarlama taktiğinden başka bir şey değil ",negative
849,urunun benzer daha ucuz fiyatlilari her avm de bulabilirsiniz . ben ozel bi durum vardir diye dusundum. kalitesiz,negative
850,"boyun dolgu kısmı göründüğü gibi değil yetersiz geldi bana, bir taraf yüksek dolgu diğer taraf düz sanmıştım ama oyuntu çok az neredeyse dümdüz olcakmış, 1 haftadır falan kullamıyorum ama boynum ağrımaya başladı, ayrıca normal yastıklara göre geniş olduğu için nevresim yastık kılıfı takamıyorum ki ben o şekilde kullanmayı seviyorum, önceki boyun yastığımı öyle kullanıyordum. görerek başka bir yastık almak durumundayım :( ",negative
851,çelik mi? çelik. ama üretim kalitesi birhayli zayıf. i̇ndirimden uygun fiyata alırsanız f/p açısından bir avuntunuz olur. i̇ş görür ama o kadar.,negative
852,hiç tavsiye etmem yorumlara bakarak aldım. geldiği gibi gönderdim. çok kalitesiz bir ürün.,negative
853,fena deyil,negative
854,çok kalitesiz bir ürün. sonra hayal kırıklığına uğramayın. ben eve almıştım kalitesiz olduğunu görünce bir yere hediye götürdüm. ??,negative
855,fiyatının kalitesinde bir ürün. çok birşey beklemeyin derim. çok hafif ve basit. schafer kalitesi bu kadar mı? diye sorguluyor insan...,negative
856,2-3 ay kullanırsınız. çelik kalitesi kötü,negative
857,günlük kullanım için tavsiye edililebilir,negative
858,ürün gayet gösterişli. lakin çay dökerken emziginden akıtıyor. tavsiye etmem.  pişman oldum.,negative
859,aldığım çaydanlık çok mükemmel herkese tasviye ederim teşekkür ederim. hepsiburada.com çok sağlam ve güvenilir alışveriş veriş sitesi herkese tavsiye ederim. teşekkür ederim http:// www.hepsiburada.com ,negative
860,başarılar. ...,negative
861,demlik kapağı var ama çaydanlık  kapağı yok - demlik kısmı biraz küçük - saplar kaliteli değil. ,negative
862,ürün kusursuz elime ulaştı fakat ürünün parçaları bana ağır geldi.kolayca iade edebildim.teşekkürler hepsiburada.1 numarasın....,negative
863,krom kaplaması on ayda cıktı paslandı ,negative
864,t çekme kolu kırıldı.en azından orası metal oluşaymış. çöpe atmak zorunda kaldım ,negative
865,fena değil,negative
866,normal,negative
867,plastikler kırıldı dandik kısacası,negative
868,almayın,negative
869,ürünü kesinlkle tavsiye etmiyorum sadece iki ay içinde sabun almak için basma yerleri kırıldı pilastiği çok kötü zaten niye plastik onuda anlamadım sakın almayı düşünmeyin,negative
870,"ürünün en sağlam olması gereken yeri, fotoğrafta da görebileceğiniz çekme kolu. fakat bu aparat metal destekli değil, direkt basit bir plastik olduğu için geçen gün elimde kaldı. hem de hiçbir şekilde şiddet uygulamadım. şu an öylece duruyor, yapıştırma ihtimali de yok. keşke sağlam, basit başka bir ürün alsaydım dedirten bir ürün...",negative
871,metal gibi gözüküyor.resimde de ne kadar canlı ama maalesef göründüğü gibi değil. ben kullanmadım ve başka metal ürün aldım.,negative
872,1 haftadir kullaniyorum. gozlemlemeye devam ediyorum. ancak kullanmaya basladiktan sonra banyoyu karincalar basti. takip edip tekrar yazacagim.,negative
873,uzunca bir süredir evde prize takılı olarak kullanmamıza rağmen gözle görülür herhangi bir etkisini göremedik bu cihazın,negative
874,3 adet almıştım hiç bir etkisi yok  farelere,negative
875,"ci̇hazin çikardiği ses hamam böcekleri̇ni̇ etrafina topluyor.ben mi̇ yanliş anladim, kovmayacak miydi? ci̇hazin sesi̇ne gelen haşereleri̇ el yordamiyla öldürmek mi̇ydi̇ amaç?",negative
876,hiç işe yaramıyor.boşa paranızı sokağa atamayın.,negative
877,fareler icin aldim hala daha bahcede fare  var ise yaramiyor 1 aydir nerdeyse mullaniyorum... yeni urun bakiyorum suanda,negative
878,hala böcekler geziniyor işe yaramıyor ürün ,negative
879,5 ad.aldım. kesinlikle işe yaramıyor. aldığıma pişman oldum. aldanmayın. yorunları kesinlikle okuyun.,negative
880,karınca ve hamam böceği için almıştım... hiçte memnun kalmadım...,negative
881,20 gündür kullanıyorum. hala örümcek var hala örümcek var 2 tane kullanıyorum hemde :) sinekte oluyor.,negative
882,hiç bir şeye faydası yok 3 adet aldım ama çok pişman oldum,negative
883,sivri sineklerde işe yaramıyor. bence hiç almayın derim,negative
884,ürün çalışırken hamam böcekleri rahat rahat dolaşıyor evde,negative
885,1hafta kullandım kesinlikle etkisi yok ve aşırı sesli çalışıyor rahatsız ediyor.artık kullanmıyorum,negative
886,ürünün üzerine sinek konuyor çalışırken gerisini siz düşünün sadece süs ,negative
887,plastik kalitesi iyi degil ve hafif ve etkisiz bir gorunum veriyor.kirmizi işikla frekans veri̇yor o kadar açiklamaya plastik kaliteside eklenseydi herkes daha memnun olurdu sanirim.,negative
888,ürünün henüz bir maharetini göremedim. ,negative
889,kandırılmışım gibi hissediyorum. mavi ışığını gece lambası olarak kullanabilirsiniz. ,negative
890,sineklerin bir üzerine gidip s.çmadığı kaldı. karıncaların da haberi yok bu ürünün prize takılı olduğundan. :(,negative
891,sinek kovucu demiş. bi işe yaradığı yok,negative
892,sanırım karıncalarda ile yaramıyor çünkü 3 haftadır takılı karıncalar çogalarak ve daha büyük şekilde çıkmaya devam etti. diger böceklerde ile yararmı bilmem ama karınca için alacaklara tavsi̇ye etmi̇yorum..,negative
893,ürün elime geçeli nerdeyse 1 ay oldu. malesef ürün etkili değil.yada karıncalarda etkili değil,negative
894,ürün elime geçeli yaklaşık 3 hafta oldu. ne işe yaradığı hakkında henüz bilgi sahibi olamadım. umarım haşereler üzerinde etkilidir. yalnızca onlar kaldı test edemediğim de :) ,negative
895,karınca için aldm hiç işe yaramadı 1 aydır bi değişiklik yok paranızı çöpe atmayın!,negative
896,hi̇çbi̇r etki̇si̇ni̇ görmedi̇m arkadaşlar. paranizi çöpe atmayin.,negative
897,gece lambası görevi yapmaktan başka birseye yaramıyor karıncalar resmen cihazın altında geziyor bu üründen 2 adet aldım ikisindende farklı ses çıkıyor kısacası işe yaramaz.,negative
898,odama takali 5 ay oldu. sinekler bocekler orumcekler daha da cogaldi. sanki hepsini miknatis gibi odama cekiyor. bugun itibariyle aleti paramparca ettim dogal yontemlere gectim. limon ve salatalik kabugu koydum.,negative
899,aldığım siparişi ürün hiç ürünleri iyi değil hiç de tasviye etmiyorum .hiç bir de etkisi de yok,negative
900,"kesinlikle etkisi yok, fiyati uygun diye denemek icin alip paranizi cope atmayin.kullanali 7 gun oldu. evi tamamen temizleyip taktim karincalar sinekler evde hala cirit atiyor. ",negative
901,hiç işe yaramadı farelere etkili mi bilmem ama sinekler kol geziyor,negative
902,3 gündür kullanıyorum hiçbir etkisini görmedim. aletin yanında böcekler gayet rahat geziniyorlar nispet edercesine..,negative
903,"kesinlikle, hiçbir işe yaramıyor, alırsanız sadece gece lambası olarak kullanırsınız.",negative
904,fare icin aldim. fındık  faresi....   soylendigi gibi degil malesef hayvan resmen makinanin yaninda cirit atıyor. diger hasere böcekler için  bir sey diyemem ama.,negative
905,"hiç bir işe yaramıyor, kullandım",negative
906,si̇vri̇ si̇nek falan kovmuyor. ben sadece onun i̇çi̇n almiştim,negative
907,sivrisinek konusunda hiçbir işe yaramıyor. prize takılı olduğu kapının üzerinde sivrisinek vardı. kapı priz arası 1 mt. diğer haşereler hakkında birşey soyleyemeyecegim.,negative
908,evimde fare yada sinek şikayetim yoktu sadece mutfakta böcek oluyordu onun için aldım. böcekler üzerinde en ufak bir etkisi yok böceklerin üstüne çıkıp halay çekemediği kaldı o derece. neyseki sorunu buldum mutfaktaki lavobo giderinden geliyolarmış giderin çevresini silikonladım sorun çözüldü. böcek için almayın fare ve sineği bilmem.,negative
909,gözle görülür bişey yok yaklaşık bir aya yakın zamandır kullanıyorum kış ayında olmamıza rağmen ortalıkta böcekler dolaşıyor hemde iki adet takılı acaba yazın kertenkele veya böcek fare nasıl koyacak bilmiyorum inşaallah faydası olabilir...,negative
910,hi̇ç bi̇r i̇şe yaramiyor.günlerdi̇r takili ama heryerde si̇nekler ci̇ri̇t atiyor.,negative
911,2 gündür kullanıyoruz havallar soğuduğu zaman bakalım fareler eve geleçekmi.güzel bir gece lambası şu anda ??,negative
912,"ürünü kullanalı daha 4 gün oldu ama evin içindeki küçük kelebekler (güve) deniliyor bazı yörelerde, evin içinden çok pencerelere yakın kalmaya başladılar sanınrım bir kaç gün daha acık kalırsa ev temizlenecek gibi duruyor.",negative
913,eh iyi sayılır. sesi daha az olsaydı,negative
914,ses konusunda terettut etmiştim ama inanin çalıştığını anlamıyorum gerek yanında uçan sineklerden gerek sessizliğinden ben açılıp açılmadığinin nasıl olduğunu anlayamadım halaaaa.,negative
915,uçan böcek ve sinekleri evin içinden dışarı kovmuyor.,negative
916,çok ses çıkarıyor ve 1 sene içinde arızalandı. hepsiburada.com üzerinden arızaya gönderince de param iade edildi ürünü ses den dolayı önermiyorum ama hepsiburada.com arıza süreci çok güzel teşekkür ediyorum.,negative
917,ürün o kadar çok ses çıkartıyor ki ürünü denemekten bile vaz geçtim  böcekler ve sineklerin üzerinde etkisini bilmem ama insanlar üzerinde çok etkili rahatsız edici bir ses çıkartıyor,negative
918,bu ürün den aldim. findik fareleri̇ne bi̇le etki̇si̇ yok,negative
919,ortalikta ci̇ri̇t atiyorlar. belki̇ tarla yada lağim fareleri̇ne etki̇ yapar. si̇nekler üzeri̇ne konuyor. aldatmaca işiği yanip sönüyor. yanliz gece lambasi olarak kullanabi̇li̇rsi̇ni̇z.,negative
920,bu üründen kısa sürede bir etki göremedim ama kullanmaya devam edeceğim.umarım yazılanlar kadar etki sağlar.kara sinekler üzerinde etkisi yok diyebilirim.diğer canlılar için denemeye devam etmeğe değer diye düşünüyorum.,negative
921,"aldığımdan buyana yaklaşık iki hafta oldu.hamam böceği için almıştım.şimdi böcekleri görmüyorum.ayrıca sinek,örümcek ve karınca sorunumda çözüldü.teşekkürler emeği geçen herkese.",negative
922,ürünü aldım 3 hafta sonra cihaz kendiliğinden bozuldu.evdede karıncalardan geçilmiyor.almanızı tavsiye etmem.,negative
923,ürünü aldım kullanıyorum sinekler üzerinde kesinlikle hiçbir etkisi yok.fareler konusunda henüz bir deneyim yaşamadım.ama sinek için alacaksanız eğer üzerine  konuyorlar bilginiz olsun.,negative
924,daha önce başka siteden aldım altı aydır pirizde takılı bir etki göremedim etkisi azdır diye bir tane daha alıp deneyeceğim,negative
925,ürünün üstünde gece lambası özelliği güzel. zaten o özellik dışında bir artısı yok fare sinek kovması diye bişey yok sinekler üstüne konuyor.,negative
926,ürün ne kadar etkili daha pek anlaşılmadı ancak bizim karıncalar pek takmıyor gibi... sinek veya fareler için bekleyip görmekte fayda var...,negative
927,arkadaslar kesinlikle hiçbir faydası yok. sakın alıpta paranıza çöpe atmayın.karıcalar için almıştım boş yere aldım sanki buna nispet ortalarada daha fazla gezmeye başladılar,negative
928,ürünü yeni teslim aldık ve kullanmaya başladık. etkisini zaman gösterecek. yorumları okuyarak sipariş verdim. ürün faydalı olacaksa bu fiyata kaçmaz.,negative
929,ürünü tavsi̇ye etmi̇yorum ! vasatin altinda !,negative
930,fiyatını hak etmiyor şarjı çok çabuk bitiyor,negative
931,bunun kadar elektrik yakan makine görmedim,negative
932,ürün değerine göre güzel kullnışlı,negative
933,uzatma hortumlarını takmak tam bir eziyet. çünkü çok çukurda. diğer yönlerden güzel,negative
934,çok kaliteli ama kesinlikle kız çocukları için :) oyuncak gibi küçücük,negative
935,oyuncak tavadan farkı yok maalesef,negative
936,ama kalitesi idare eder bence,negative
937,beden xxl ama l'den bir farkı yok,negative
938,94 kiloyum xl  bol geldi. kaliteli bi ürün deği soguğu geciriyor,negative
939,parasına göre idare eder ama bilsem almazdım kararı siz verin.bence üç beş daha fazla verip hakiki termal içlik alın derim diğer üst alt olan takımını da aldım onda aynı..,negative
940,ürü i̇yi̇ ama bedeni̇ni̇ aliyorsun oluyor yikaninca çeki̇yor 2 beden büyük alin ben s aldim şi̇mdi̇ olmuyor,negative
941,"bu fiyat eder mi bilmem ama ürün ne görselde ki gibi ne de bahsedildiği kalitede çıktı. tamamen amatörce imal edilmiş. beden olarak sıkıntı yaşamadım ancak, kumaşı kesimi ve dikimi profesyonel değil. hepsiburada.com'dan şimdiye dek yapmış olduğum alışverişte beklentimin üzerinde kalitede ürünler geldi ancak bu ürün beni tatmin etmedi.",negative
942,fiyatını göre kalitesi çok düşük ,negative
943,satıcının ilgisi iyiydi. siparişten sonra aradı ve ölçüyü doğru alıp almadigimizi teyit etti. ancak ürün  elimize ulaştığında üzüldük. çünkü çocuk odasının ışık almasını engellemek için aldığımız siyah perdenin üzerinde  onlarca ufak delik vardı. brillant marka kaliteli kumastir diye sipariş verdik ama hayal kırıklığına uğradık. ,negative
944,urun geldi dikimini begenmedim ust kismi dikisi cok.ince arasina tela konulmamis perde dugmeleri arasi bosluklar asagiya dogru sarkik duruyor,negative
945,parfümlü olması hoş ama zımpara kağıdı gibi.....,negative
946,teslimat süper ürün fena değil,negative
947,ürün isminden beklendiği kadar kaliteli değil. suyu gördüğü gibi parçalanıyor. ,negative
948,parfümü az kokulu ve sola dan beklediğimiz kalitede değil.tek katlı çok kötü bir ürün..,negative
949,kokusu fena değil fakat çok ince aldığıma pişman oldum düşünün derim.,negative
950,"hb nin hizmet kalitesine lafım yok ama solo kaliteyi baya bir düşürdü, sıradan bir markadan hiç bir farkı kalmadı diyebilirim. bu nedir ya ben solo deyince emici yumaşacık ve dağılmayan bir ürün beklerdim ama tam tersi ile karşılaştım, sanırım marka değiştirmek zorunda kalacağız.",negative
951,"daha önce farkli bir markanin parfümlüsünü almıştım. kokusu çok güzeldi ancak cilt sağliğina uygun teknolojiden faydanilmadiği için kullanmaktan vazgeçtik. solo'nun ortadaki rulosuna koku uygulaniyormuş, bu nedenle cilde temas etmiyor diye tercih ettim ancak kokusu hiç hoşuma gitmedi. daha çok sabun kokusu gibi, pek sevmediğim bir koku. bunun haricinde şehir merkezine uzak olmama karşin hızlıca kargom teslim edildi.",negative
952,aldığım en kötü kağıt havlu. fiyatı indirmişler ama kaliteyi de acayip düşürmüşler.bir daha asla almam. kesinlikle tavsiye etmiyorum.,negative
953,"sadece uygun fiyatlı olduğu için alınabilir, kağıt kalitesi çok kötü.",negative
954,"kaliteli de çok pahali, artık yeni rakipleri var ve kalite olarak hiçte aşağı değil..",negative
955,kalitesinin markasız bi havlu kağıttan farkı yok,negative
956,"ürün son derece ince ve dayanıksız, fiyatı dolayısıyla böyle olabileceğni düşünüyorum. alacak olankarın bilmesinde fayda olabilir.",negative
957,hizmet güzel fiyat uygun ama açıkçası solo nun bu tuvalet kağıdı çok kaliteli gelmedi bize.. piyasada çok ucuza satılan adını bilmediğimiz markalardan farksız ,negative
958,kesinlikle selpak kalitesinde değil daha kalın ve suya renk veriyor bir daha almam,negative
959,iyi değil,negative
960,bu ürün gerçek selpak kalitesinden biraz uzak. topak topak oluyor kullanınca. buda bir çok kişiyi rahatsız eder diye tahmin ediyorum. kokusuna gelince belli bir süre sonra kayboluyor. dedimya alıştığım selpak kalitesi değil. ,negative
961,solo tuvalet kağıdı 24lü ürünü çok kaliteli sayılmaz. çok kalın değil. çok ince de denemez. ama yine de alınabilecek bir ürün.,negative
962,aynı markanın 16000lik modelini aldım ilk haftalar 6s plus'ı 3.5 şarj ediyordu 2-yada 3 ay sonra bu ikiye düştü görelim bu nasıl performans saglayacak ,negative
963,iphone 5s cep telefonumu iki kez bile sarj etmedi iade ettim hafifolmasina hafif ve ince ama benim isime yarayan bir powerbank degil almak isteyenler bunu göz artı etmesin ,negative
964,iphone 7 yi %20 deyken iki defa bile tam şarj edemedi. çok yetersiz 5000 hikaye bende bunun 16000 var ağır diye bunu aldım ama bunu da hergün şarj etmeniz gerek. i̇ki tam şarj edip biraz daha içinde kalması gerekirdi,negative
965,maalesef telefonu 1 kereden fazla sarj etmiyor ve sarjida yavas yapiyor...,negative
966,fiyatına göre performansı ve boyutları iyi. ancak kapasitesi düşük olduğu için telefonla birlikte hergün bunu da şarj etmek gerekiyor. s4 cihazı bir buçuk kere şarj edebiliyor. bu cihazı kullandıktan sonra telefonun batarya performansında düşme oldu.,negative
967,"ürün kasası metal ve kaliteli,şarj etme hızı güzel , fakat boyut ve kapasitesine göre şarj etme gücü cok zayıf. iphone5 telefonu 2 sefer şarj edince bitiyor. ve tek diş kalınca şarjı kesip tekrar vermeye başlıyor. yani telefon sürekli yeniden şarja takılmış gibi 5 dakikada bir titreşiyor. bu fiyata plastik kasalı ama çok daha yüksek kapasiteli cihazlar almanızı tavsiye ederim. heleki iphone 6 cihazı 2 sefer bile dolduramıyan bir cihaza bu para fazla",negative
968,lg g3 telefonu tam olarak şarj etmiyor %70lerde kalıyor.,negative
969,memnun değilim 1.5 defa iphone 5s anca sarj edebiliyorrr ,negative
970,hızlı şarj etmiyor 2 doldurmada hemen bitiyor. sıkıntı ..,negative
971,10000mah ancak tamamen hayal kırıklığına uğrattı beni tavsiye etmiyorum nasıl açılıp kapandığı bile belli değil geç şarj oluyor.ilk kez kullanıyorum ama memnun değilim alacak olan varsa alternatif birşeyler baksın...,negative
972,lg g2 telefonumu 1.5 kez doldurdu.  (3000mh telefon)  yavaş doldurmasini ve otg kablosunun kalitesizliginden dolayi temassizlik yaptigini da ekleyebiliriz.,negative
973,3000 mah lik telefonumu 2 kere anca sarj etti %60 verim demek oluyor buda bence iyi degil,negative
974,cihaz kendisi çok yavaş doluyor öğlen sarma taktım gece 12:00 de daha dolmamisti telefon umuda çok yavaş şarj ediyor ben begenmedim.,negative
975,not 3 tlfnum var birkere bile şarj edemeden kendi şarjı bitiyor,negative
976,"ürün orijinal kutusuyla elime geçti. kutuda kablo da var. fakat en az altı-yedi saattir şarj ediyorum, yüzdeler halinde pilin ne kadarının dolduğunu gösteren dört led lambadan sadece ikisi yanıyor. 12 saat sonunda tümü yanmaz ve tamamen dolmazsa iade edeceğim.",negative
977,oldukça agir. 7-8 saatte zor şarj oluyor. şarj olurken ayni zaman cebi şarj zaman aliyor,negative
978,kendini en az 20 saatte şarj ediyor. kullandığım telefonu (6splus) en fazla 1 kez tam bir kezde yarım şarj ediyor.,negative
979,bu ürünü 06/08/2016 tarihinde aldım. 1 ay sonra arızalandı. alanlara tavsiyem ürünü aldıktan sonra kendi kutusunu ve içinden çıkan belgeleri atmayınız. tek fatura garantide işe yaramıyor. ben şu anda sadece faturayla tamir ettiremiyorum. bilginize.,negative
980,urun 2. gun bozuldu sarj olmuyor isiklarin hepsi yanip yanip sonuyor yorumlara aldandim ama yazik...,negative
981,bu ürünü başka siteden aynı fiyat aralığında aldım ama 1 hafta sonra tamamen fiyasko şarj kablosu bozuldu kablo yuvaları kötü ve 1 yorumcunun daha dediği gibi 10 saat şarjda kalsada şarj tutmuyor ve hemen bitiyor tamamen fiyasko bu işler şans birazda teknolojik ürünler sıkıntılısını bulursanız paranız çöpe gidiyor.,negative
982,ürünü ilk günler sorunsuz kullanıyordum. şimdi 10 saatte şarjda kalsa hep tek led yanıyor 10 dakikada bütün şarjı bitiyor.,negative
983,urun kaliteli ama enerji kaybi cok yuksek. maks 6500 mah oda maks ayrica sarj aleti cikmiyor icinden ve 5 v 2 ma olmak zorunda,negative
984,10 bin mah diye  aldim. iphone 6 plus i 1 kere sarj ediyor. acıyorum  verdiğim  paraya.uzak durun...,negative
985,"yorumlarda herkes güzel ürün olduğundan bahsediyor, eyvallah ama bana gelen ürünü ilk kullanmamda alev alacaktı sanki . elle tutulmayacak kadar ısınmaya başlaması kötü bir deneyim.",negative
986,"ürünü daha ucuz olduğu için hepsiburada uygulamasındaki başka bir satıcıdan aldım. galiba siparişi cumartesi günü vermiş olmamdan dolayı ürünün elime ulaşması 5 günü buldu. i̇lk kullanımdan önce tamamen şarj ettim. sonrasında yaklaşık 4 kere samsung core prime telefonumu %80'lere kadar getirdi, sonrasında bana o kadar yeteceği için şarj işlemini sonlandırdım. ancak sorun şu ki yaklaşık 24 saattir powerbank şarjda ve hâlâ tam olarak dolmuş değil. görünüşü, malzemesi çok şık ve kaliteli olduğu izlenimini vermişti ancak bu sorun canımı sıktı.",negative
987,"yorumlara bakarak aldım lakin powerbankı sabaha kadar şarj yaptım,sonra iphoneyi 1 kere tam doldurdum,2.defa doldurayım dedim %17 de ışıkları söndü powerbankın ???",negative
988,lg g4 3000 mah bataryali telefonumu 2 defa tam birde yarım doldurabildi yani yorumlardaki gibi 4 kere hayali kurmayin biraz daha hafif olabilirdi çantanız olmadan cepte tasinmasi zor,negative
989,s3 telefonumun 2100 mah bataryasını 3 kere doldurabildi. en az 4-4.5 kez doldurması lazımdı. ürün fiziksel olarak orjinal ama donanımından emin olamadım. ayrıca şarj olurken aynı anda şarj etme özelliği çok zayıf. 0.5 amper gibi bi outputu varmış gibi dolduruyor. nette gezinirken artacağına şarj azalıyor.,negative
990,ekim 2015 te aldım ürünü aktif olarak da kullanıyorum. kullanımında herhangi bir sorun yok. galaxy s6 cihazımı 3 kere dolduruyor. ancak şarja taktığımda ilk çizgi sürekli yanıp sönüyor 2. ye atlamıyor. i̇lk çizgi dolduğunda çıkarıp takmak durumunda kalıyorum. ve bu işlemi 3. ve 4. de de uygulamak zorunda kalıyorum.,negative
991,hızlı gönderi,negative
992,cihaz iyi,negative
993,ancak çok ağır ve kaba ayrıca telofonu şarj etmek için çıkan kablo çok kısa ve kullanışsızdır.,negative
994,ben beğenmedim açıkcası. note 4 kullanıcıyım 0.5 amper gibi çok yavaş şarj ediyor. kendisi de hızlı şarj cihazıyla bile 10 saat gibi bir sürede doluyor. benim işimi görmedi. iade ettim hepsiburada.com çok şükür bizi mağdur etmedi teşekkürler.,negative
995,urun 7000 mah degil g2 tlf numu 1 kere sarj ediyor baska da etmiyor .,negative
996,marka iyi ama urun.hic iyi degil hic tavsiye etmiyorum 2500 mah alin ayni hicbir fark yok ,negative
997,beklentinizi karşılanıyor 3000 mah telefonu 2 kere şarj etmiyor...,negative
